Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,PreferredFoot,Height
67,60,2,73,59,16,43,22,66,74,66,64,1,7
73,31,15,77,67,31,84,24,64,62,74,46,1,11
67,37,32,74,55,25,190,22,64,62,83,63,1,2
72,23,15,73,61,31,82,27,62,39,74,46,1,13
68,30,36,68,65,33,174,27,64,62,74,57,1,12
69,73,19,79,59,30,7,20,67,66,72,67,1,2
62,41,38,71,61,33,110,21,60,51,70,61,1,13
71,23,15,78,58,15,82,21,63,61,80,27,0,2
67,65,13,72,61,23,199,23,66,70,73,60,1,10
64,53,24,70,61,28,155,20,66,62,66,63,1,2
65,38,27,68,57,21,152,26,57,58,64,47,1,9
71,71,21,72,69,26,9,26,69,70,70,44,1,2
70,62,27,73,72,19,7,24,67,73,59,62,1,10
72,32,15,73,74,28,82,25,63,55,73,30,0,12
66,62,27,66,70,33,146,32,61,59,70,51,1,11
71,42,27,74,63,26,7,26,55,48,75,26,0,2
68,66,32,74,67,28,2,23,66,68,64,57,1,12
65,58,24,65,62,20,149,27,66,69,56,69,1,8
64,48,19,64,65,28,133,27,64,66,65,59,0,2
67,71,0,67,62,21,0,31,64,63,68,56,1,8
72,74,15,82,74,33,87,21,71,68,75,58,1,15
68,30,27,71,64,26,198,23,61,60,78,52,1,11
67,37,40,67,68,36,160,26,56,53,75,62,1,11
65,47,19,65,49,23,133,27,59,59,72,46,0,9
63,42,24,69,63,26,110,18,63,62,73,62,1,1
63,55,0,66,51,21,0,24,64,64,69,62,1,11
65,34,19,74,59,23,174,22,54,57,73,54,0,11
69,29,2,73,66,32,1,24,70,72,65,50,0,10
64,60,0,64,60,20,0,26,63,61,67,66,0,2
65,46,19,68,47,23,152,24,61,63,71,50,1,11
64,46,24,64,55,33,110,26,61,55,65,58,1,12
64,35,38,76,56,15,155,18,58,61,65,56,1,1
67,51,8,67,63,23,185,24,73,76,69,73,1,1
69,60,2,74,58,23,2,19,74,75,62,65,1,11
66,66,28,76,55,26,198,19,62,68,64,62,1,11
69,35,38,69,63,23,160,32,57,50,60,55,1,1
66,45,27,66,71,28,104,32,55,51,44,51,1,13
65,32,27,73,56,20,168,20,62,58,69,67,1,2
78,21,35,83,78,43,195,23,67,63,63,59,0,13
66,55,32,72,63,17,190,23,62,67,76,66,1,9
72,40,38,73,68,31,82,26,60,56,68,50,1,11
64,50,34,76,60,19,181,20,64,70,59,55,1,10
67,26,36,76,68,33,200,20,71,69,65,51,1,13
69,68,32,70,66,28,2,24,70,73,68,59,0,1
67,60,27,67,64,17,166,30,64,58,90,70,1,2
66,67,24,67,55,30,178,25,70,71,85,46,1,10
73,74,8,76,69,35,90,24,66,63,74,61,1,17
63,49,27,64,62,32,110,26,65,61,62,64,1,12
68,71,34,68,67,19,198,26,63,63,71,55,1,9
66,47,19,67,66,33,160,26,59,55,77,56,0,14
67,68,40,67,62,21,174,29,69,68,74,48,0,1
72,42,2,72,62,34,6,29,63,45,72,44,1,12
65,64,24,65,73,22,76,34,63,59,56,70,1,2
68,62,27,69,65,28,43,25,71,73,76,55,1,12
68,65,34,68,66,26,174,32,66,65,56,59,1,1
74,56,2,75,71,34,83,27,66,49,91,49,1,13
63,57,27,63,63,29,76,32,61,66,56,58,1,11
66,57,32,66,55,21,155,29,63,68,71,69,1,10
64,61,19,74,56,26,174,20,66,63,54,61,1,2
70,62,2,80,57,20,44,21,71,78,66,76,1,2
63,54,24,63,63,33,104,26,62,64,62,60,1,1
61,54,19,72,60,23,127,21,64,63,61,58,1,2
65,59,19,65,57,36,133,28,57,65,73,41,0,12
63,52,19,66,61,15,133,24,67,57,81,62,0,8
65,40,24,67,59,24,152,24,61,58,67,52,1,11
69,63,36,76,49,21,4,20,74,79,61,56,1,2
72,74,40,81,65,29,85,21,72,68,69,55,0,13
66,43,27,68,63,38,163,26,60,55,66,57,0,1
62,47,19,62,62,26,76,27,66,54,64,63,1,10
61,38,13,74,55,31,99,18,61,61,64,52,1,16
69,34,24,78,60,30,4,21,60,45,71,60,1,12
70,69,15,79,54,25,44,22,75,77,72,61,1,2
70,59,15,87,64,28,48,17,73,72,56,72,0,12
73,34,15,73,59,22,46,28,67,46,72,65,1,2
71,71,40,71,72,26,7,27,69,66,74,56,1,12
62,43,19,67,60,28,99,24,62,52,70,59,1,1
66,45,24,69,64,26,163,25,61,62,81,35,0,2
72,28,8,79,63,26,48,20,71,57,70,31,0,2
63,44,24,78,58,14,168,19,66,65,66,64,0,10
69,67,8,78,67,30,6,22,67,75,69,54,1,11
61,47,32,61,58,21,35,28,60,63,62,60,1,10
71,49,15,72,65,36,5,26,67,50,79,51,1,13
70,40,36,77,67,26,6,22,64,49,74,53,1,13
65,49,34,67,59,25,149,25,63,61,76,48,1,10
65,53,19,67,59,29,149,25,61,55,84,60,1,12
67,35,19,73,67,23,189,22,60,55,89,31,1,11
64,43,19,65,68,22,133,26,65,55,82,63,0,2
64,58,19,68,55,22,142,23,60,61,70,45,1,2
64,54,19,67,59,36,149,25,64,62,70,67,0,14
68,58,36,77,72,20,3,21,66,68,67,65,0,10
61,60,13,65,57,16,93,23,55,58,62,58,0,8
68,63,19,70,59,21,1,24,68,65,64,72,1,8
71,34,34,71,60,30,1,31,42,35,82,32,1,2
61,41,19,61,53,26,25,31,62,60,81,51,0,10
66,61,27,68,61,24,180,25,67,65,70,66,0,1
64,42,19,70,52,35,146,23,68,62,71,37,1,13
72,65,2,77,70,21,51,21,74,79,74,59,0,1
64,54,19,64,58,19,105,36,66,70,34,69,1,8
66,54,19,66,65,22,127,33,68,66,77,52,1,10
66,63,34,66,67,16,163,27,66,68,56,65,1,8
69,69,8,69,69,25,1,26,66,68,75,63,1,1
71,27,15,71,67,25,3,28,67,55,71,52,1,11
62,51,19,69,68,26,99,22,56,59,62,50,0,2
69,70,2,74,66,19,3,22,72,71,58,68,1,1
62,58,27,73,54,31,142,20,66,68,61,60,0,1
60,50,19,60,56,27,19,33,59,51,62,60,0,11
63,25,19,72,56,26,127,19,56,59,65,38,0,2
63,49,24,78,60,26,155,18,59,60,73,59,0,1
67,27,36,67,61,18,152,28,56,56,72,54,1,10
69,47,36,69,67,35,166,31,69,54,66,62,1,13
68,53,32,80,64,17,3,18,73,76,67,63,0,9
66,59,19,66,62,23,163,28,68,71,67,59,1,1
70,71,8,82,69,25,45,19,71,76,75,50,1,1
59,22,27,59,56,23,19,28,44,44,60,74,1,2
63,42,24,74,66,27,146,20,62,61,68,55,0,12
66,60,24,67,63,25,178,26,66,67,73,60,1,12
70,67,36,83,73,26,46,18,74,72,64,63,1,2
66,45,13,66,66,26,160,29,68,64,63,70,0,10
64,61,24,70,66,13,146,22,62,62,55,57,1,10
65,56,36,71,60,33,178,23,68,68,66,60,0,12
71,44,21,77,66,36,9,22,64,59,69,44,1,13
62,57,27,65,61,21,104,25,63,60,68,53,1,13
69,35,34,72,58,24,1,24,58,60,52,51,1,10
67,57,8,73,65,23,43,23,74,79,59,58,0,9
69,36,34,69,65,35,185,28,63,58,74,61,1,14
69,64,19,78,62,18,6,22,65,69,62,74,1,10
66,49,24,71,56,30,178,24,64,59,74,62,1,13
63,59,19,63,63,21,104,26,65,65,63,62,1,10
64,28,24,79,62,18,185,19,65,66,70,52,1,10
66,64,32,73,58,33,190,22,64,63,69,55,1,11
61,58,13,62,57,20,70,25,57,63,69,65,0,1
60,33,28,66,60,12,70,21,62,58,75,60,0,8
69,27,2,75,64,25,2,22,70,66,78,38,1,1
68,31,32,68,62,32,163,30,57,46,71,45,0,12
64,46,27,73,67,21,149,19,67,62,73,65,1,1
65,68,19,72,54,25,180,23,61,64,71,58,1,10
66,55,19,66,68,26,64,35,70,65,34,67,1,9
71,70,27,81,65,17,47,19,77,77,51,68,1,2
69,70,0,70,71,19,0,25,74,73,65,37,1,7
63,63,19,63,61,33,99,29,59,51,80,58,0,13
62,55,19,62,56,34,64,27,60,62,81,50,0,13
70,34,34,70,70,33,199,30,66,50,69,52,1,15
63,31,13,63,60,25,76,27,55,53,82,57,1,10
62,39,24,73,57,36,133,21,61,61,65,49,0,2
73,34,8,78,71,33,85,23,66,57,68,47,1,12
60,48,19,60,57,27,25,32,62,54,71,63,1,1
77,34,8,78,70,37,159,26,62,42,67,52,1,15
72,62,8,80,65,17,83,21,76,82,52,63,1,10
71,53,2,83,55,17,49,19,75,84,49,68,1,1
67,55,32,75,66,26,1,22,69,68,67,66,1,10
68,59,8,74,68,24,2,23,64,71,61,65,1,11
70,67,36,74,67,27,8,23,68,69,55,58,1,10
68,66,32,74,57,26,2,22,64,70,75,61,1,1
64,62,19,70,53,13,155,21,63,64,48,57,1,1
65,67,19,66,67,18,163,25,68,69,64,56,1,10
66,65,27,70,58,23,187,22,74,76,62,68,0,10
62,40,13,71,54,29,133,22,72,66,79,57,1,2
68,66,36,76,67,31,3,20,69,71,72,59,1,12
61,38,34,61,56,26,35,28,61,55,55,68,1,1
64,35,32,72,54,29,152,23,59,49,71,46,1,11
72,44,24,75,67,21,45,25,63,64,85,29,0,9
67,62,34,71,60,25,198,23,69,68,66,55,1,11
65,49,32,71,53,25,163,22,62,61,68,55,1,11
66,65,24,66,62,26,155,30,64,63,63,58,1,13
77,34,15,80,76,39,173,24,55,49,65,47,1,15
64,23,19,69,65,31,146,24,63,60,65,63,1,13
72,35,8,78,61,32,48,23,65,44,80,50,0,12
67,54,34,67,70,24,142,33,70,68,43,73,0,1
70,60,2,77,63,27,9,23,72,67,70,72,1,1
64,48,24,71,62,26,160,23,67,58,66,53,1,1
73,25,15,73,67,33,47,27,56,54,65,60,1,2
66,72,24,66,60,23,133,33,61,62,55,42,1,9
61,45,27,72,53,15,104,20,65,68,67,54,1,8
61,48,24,62,58,31,70,26,62,61,87,56,1,1
65,56,19,74,53,11,185,22,70,71,71,54,1,10
62,54,19,65,59,13,104,24,61,61,67,59,0,11
66,54,19,81,58,21,2,17,67,74,65,60,1,10
63,60,19,63,60,16,61,33,65,65,38,62,1,9
73,36,32,75,69,25,52,26,59,44,74,53,1,11
69,31,8,70,69,17,199,26,64,45,80,44,1,8
65,29,19,71,62,16,160,23,57,52,74,39,0,8
65,61,24,65,55,23,152,26,68,73,34,66,1,1
66,48,24,75,66,35,189,21,58,50,70,48,1,14
70,69,8,74,68,34,8,24,68,64,70,71,1,13
62,41,24,73,62,29,142,20,61,60,77,62,1,2
65,39,19,68,61,30,152,26,59,56,76,56,0,2
62,62,13,70,57,18,127,20,60,62,70,49,1,8
64,47,19,74,53,26,160,20,65,54,69,54,0,9
64,49,24,73,62,19,168,21,66,68,65,62,0,1
64,43,19,64,64,23,76,31,61,54,67,58,1,1
69,64,15,80,64,18,7,21,66,70,67,66,1,9
64,63,24,72,65,28,166,22,66,65,70,54,0,11
68,19,32,75,59,23,43,21,68,64,71,52,1,2
66,65,36,67,64,26,180,25,65,68,75,52,1,2
70,65,15,86,66,15,49,18,80,86,61,58,0,8
68,62,27,74,61,17,2,22,64,69,66,54,0,9
63,52,32,77,58,36,168,19,65,58,59,64,1,11
64,39,32,64,65,27,110,24,68,50,59,50,0,1
63,56,19,70,55,22,142,22,63,67,69,53,0,1
67,63,36,73,60,26,43,23,68,69,70,66,1,13
64,28,19,76,58,30,163,19,62,63,82,42,0,1
65,42,24,65,64,26,99,31,58,48,64,51,0,1
68,63,2,68,65,23,187,28,75,74,73,50,0,1
68,65,19,68,65,28,198,26,70,65,68,68,0,1
79,25,35,81,76,29,14,26,58,54,68,30,1,11
64,61,28,64,63,27,70,32,65,63,33,59,1,1
62,56,24,62,56,23,76,29,62,63,63,60,1,1
70,34,2,75,69,32,5,22,61,46,69,54,0,14
68,62,34,71,55,21,1,24,69,73,52,64,0,8
62,45,19,66,64,28,104,23,60,56,84,60,1,2
67,45,24,72,61,27,199,23,70,64,74,62,0,1
79,20,25,87,74,26,23,21,67,61,74,40,0,12
73,75,8,73,68,32,48,31,70,66,63,58,1,12
63,64,19,63,59,15,99,28,65,64,64,64,1,1
62,53,27,79,60,24,152,18,68,64,71,59,1,10
71,46,32,71,64,41,178,33,55,45,67,56,1,15
69,65,40,77,66,29,5,22,67,72,62,67,1,8
75,31,15,75,60,31,84,28,55,41,64,41,1,13
63,41,13,76,54,24,149,19,61,57,74,62,1,10
66,66,32,66,69,24,155,30,66,65,72,65,0,11
65,51,28,65,49,27,137,26,69,68,70,56,1,2
67,65,36,71,62,32,200,24,67,66,77,60,1,1
64,28,24,72,60,30,152,20,65,63,63,57,0,11
70,68,32,70,67,35,2,31,70,64,68,53,1,11
66,45,34,74,60,24,185,22,63,57,72,63,1,11
68,65,40,73,61,23,1,22,71,67,68,62,0,2
67,65,2,67,66,36,155,32,59,62,80,65,1,13
65,51,24,67,56,35,149,25,62,60,71,59,1,11
66,46,27,69,64,20,166,24,63,60,75,53,1,10
73,75,21,85,68,25,125,19,75,73,64,57,1,11
72,62,15,82,59,18,86,20,77,78,65,57,0,10
65,38,27,65,55,23,93,32,75,53,63,53,1,1
71,69,36,71,82,29,3,32,63,52,71,73,1,12
66,67,40,66,62,22,166,27,61,62,57,63,1,2
63,59,19,70,59,25,142,22,63,64,80,61,1,1
61,38,19,71,55,29,110,20,65,59,61,68,0,2
64,37,19,64,60,18,93,30,58,62,75,51,0,9
66,66,19,71,67,24,189,23,64,64,79,60,1,12
64,56,24,67,56,23,137,23,62,65,62,40,0,1
63,58,19,63,68,17,104,26,57,59,73,66,0,1
59,43,19,66,46,22,41,19,58,63,94,59,1,13
62,49,27,62,61,25,70,30,60,57,78,64,1,11
65,39,27,79,55,20,199,19,65,67,66,47,0,1
62,53,19,62,64,39,28,34,58,51,57,50,1,13
69,64,8,72,68,32,3,25,70,74,50,46,0,11
59,56,13,69,58,21,70,20,61,59,55,59,1,1
63,44,27,68,60,16,137,24,66,70,67,64,0,7
67,29,2,70,67,30,181,24,66,64,71,47,0,11
68,40,15,68,59,24,166,28,69,58,77,50,0,1
71,65,34,71,65,17,7,26,72,74,53,70,0,7
61,49,27,64,55,40,67,24,58,58,82,54,1,13
65,35,24,75,63,21,160,18,64,61,71,43,1,1
67,67,8,72,64,27,43,23,66,72,73,63,1,9
63,64,19,66,55,16,133,23,60,68,57,53,1,8
69,66,36,69,63,20,43,26,67,70,70,64,1,1
64,45,19,76,48,17,166,18,66,63,69,49,1,10
63,56,24,69,68,29,137,23,61,60,73,71,0,11
60,46,32,64,56,24,58,24,70,67,63,58,1,2
73,52,38,78,68,35,85,23,65,42,75,37,1,14
64,35,27,70,61,34,155,22,62,66,66,62,1,2
68,67,32,78,55,18,4,20,69,76,61,60,1,9
70,72,27,70,66,24,3,29,67,70,63,57,0,11
64,43,34,78,57,16,185,19,68,65,60,55,1,2
63,37,19,74,62,25,155,21,63,61,66,61,0,10
67,36,34,67,65,31,152,28,66,50,68,46,1,11
71,68,8,82,58,14,51,20,73,81,53,75,0,7
61,56,24,61,63,32,186,35,60,58,46,68,1,2
61,49,34,61,59,21,35,32,62,60,34,58,1,10
70,70,2,82,64,13,45,19,74,78,62,67,0,9
65,62,24,65,58,28,146,28,72,68,48,60,0,1
61,53,19,64,64,25,76,24,64,59,64,61,0,12
62,50,13,65,60,31,104,24,62,63,74,57,1,11
65,42,2,74,62,21,174,22,56,55,79,50,0,10
70,68,40,70,68,27,3,29,69,67,66,44,1,2
65,64,2,81,60,24,43,18,68,68,59,59,1,1
66,23,27,70,64,30,168,24,60,55,73,48,1,11
68,63,40,71,62,21,1,24,67,73,70,61,1,11
67,36,2,67,66,25,127,32,62,47,62,52,1,10
64,30,19,64,64,30,93,30,55,44,75,53,1,11
71,75,2,71,70,32,7,27,68,68,65,47,1,13
67,30,2,73,59,27,189,23,59,66,71,47,1,2
64,38,19,68,61,28,152,24,68,62,63,57,1,11
70,66,15,82,76,19,47,20,73,71,81,63,1,8
61,45,24,61,64,18,61,28,63,51,82,59,1,9
65,61,24,70,67,19,178,23,68,71,74,56,1,8
71,24,2,78,69,21,82,21,64,63,66,67,1,1
77,18,15,81,71,39,173,24,67,65,69,65,1,15
67,68,34,68,65,25,189,26,60,63,64,41,1,11
82,40,3,82,85,32,15,32,64,59,69,55,1,13
64,61,24,77,57,22,178,18,65,68,48,61,1,2
75,74,15,75,70,20,120,25,75,82,68,78,1,7
67,56,19,71,61,20,199,24,66,74,67,68,1,1
64,53,19,72,60,18,163,20,66,63,65,64,1,8
69,36,36,79,61,16,2,18,66,62,70,51,1,9
67,56,24,75,53,21,1,21,70,71,73,64,1,8
72,75,8,72,66,40,1,34,73,55,55,54,1,11
67,62,24,74,65,25,43,21,70,68,82,65,0,10
63,64,19,75,57,27,152,19,63,62,76,46,1,11
78,35,19,78,66,35,159,28,65,52,60,42,1,13
62,60,27,67,55,28,110,23,62,58,82,57,1,10
67,71,25,81,63,21,4,18,73,72,60,69,1,8
67,64,2,67,55,25,155,32,68,70,61,74,0,1
69,64,8,69,62,11,110,35,70,67,38,75,0,5
63,52,24,63,56,29,93,29,63,54,73,66,0,11
66,57,32,66,59,22,168,25,68,72,67,65,1,10
67,27,34,75,65,15,198,22,58,61,71,62,1,10
69,24,34,69,64,24,187,27,64,63,78,53,1,2
66,54,24,69,62,20,181,24,66,67,70,65,1,1
63,60,27,64,52,24,110,25,59,65,64,49,1,9
62,46,13,62,62,20,54,30,58,57,79,44,1,7
66,68,34,66,72,29,163,28,61,58,68,42,1,2
64,44,2,76,57,11,181,21,66,66,54,61,1,8
70,66,8,70,72,26,4,28,71,72,54,54,1,2
65,51,32,72,59,32,163,22,67,59,68,49,0,13
68,67,2,68,65,33,198,26,66,63,67,48,1,13
63,54,19,72,60,16,146,22,62,59,71,59,1,10
64,53,27,67,59,31,152,24,66,64,72,63,1,2
64,59,24,64,67,23,28,35,69,66,52,62,0,1
74,46,25,74,64,34,50,28,63,54,68,60,1,15
70,77,8,81,55,13,46,20,76,75,56,59,1,9
63,58,19,75,61,21,137,18,60,54,74,57,1,2
72,38,2,72,67,32,104,35,62,47,70,57,0,13
76,51,21,80,68,39,172,23,70,45,74,26,1,16
61,48,19,70,55,21,93,20,69,64,62,61,1,1
67,63,8,77,64,28,2,22,69,73,67,56,1,11
62,53,19,77,63,30,163,20,59,58,72,60,1,1
61,50,19,66,54,22,93,22,58,62,70,57,0,2
65,58,24,78,60,28,198,19,67,66,58,52,1,11
68,66,36,74,63,16,2,23,72,70,70,61,0,10
65,67,19,65,69,28,142,30,63,64,80,67,1,11
66,60,19,83,49,12,2,17,67,69,65,55,1,7
61,53,19,67,56,28,93,22,61,64,78,59,0,11
67,73,38,67,63,29,163,31,64,61,57,46,1,1
66,52,0,67,63,18,0,25,68,63,74,73,0,1
69,29,40,74,64,21,1,22,58,59,93,50,0,12
67,30,24,67,63,27,160,26,66,68,67,64,0,1
73,36,25,77,66,24,83,25,63,59,70,56,1,11
61,42,19,65,60,33,70,23,57,59,63,50,0,13
66,62,0,69,62,27,0,24,65,70,78,58,0,10
65,44,19,71,64,16,178,23,69,65,69,66,1,8
70,35,21,73,66,40,4,25,68,57,68,55,1,16
64,30,19,67,51,21,137,21,60,55,75,50,0,9
74,74,15,82,74,31,158,22,74,66,72,51,0,13
69,66,34,78,69,31,6,21,73,75,64,63,1,11
70,68,21,70,65,25,4,27,63,68,68,58,1,14
68,68,34,73,58,21,1,23,66,67,70,62,1,9
66,30,24,66,52,28,142,29,61,50,70,41,0,11
66,35,8,69,66,31,166,23,62,67,67,47,0,11
65,63,27,65,59,35,146,29,67,70,65,57,0,1
62,58,19,73,62,26,142,21,61,62,85,51,1,12
67,66,36,70,67,29,196,25,67,65,50,68,1,14
65,52,24,72,59,15,163,22,68,62,61,57,0,8
66,50,24,70,65,21,168,24,63,72,82,68,0,1
73,75,34,73,75,19,51,29,69,68,70,53,1,1
67,60,36,72,54,21,200,22,71,75,65,58,0,8
67,27,40,74,58,31,190,22,52,41,77,65,1,2
67,42,34,73,57,25,189,22,66,64,69,50,1,11
65,49,19,65,74,23,110,30,54,45,72,47,1,11
67,47,32,75,66,35,198,22,61,62,81,32,1,13
65,65,27,77,58,16,199,20,59,61,74,41,1,13
65,41,24,65,59,27,93,32,63,48,70,53,1,2
61,50,24,76,53,20,137,19,60,61,74,58,1,1
73,65,34,73,63,14,117,26,76,76,80,65,1,8
62,45,27,62,63,21,54,30,55,52,78,43,1,10
75,52,8,75,61,43,47,32,62,31,58,48,1,16
65,60,27,68,65,21,168,24,65,66,74,59,1,1
71,70,27,73,66,46,44,24,64,58,68,59,1,16
63,46,28,79,64,27,155,17,64,62,77,45,1,11
70,32,8,70,65,38,43,28,64,57,78,46,0,12
71,47,36,81,58,30,46,21,68,49,68,46,1,11
75,35,25,75,73,38,83,29,64,60,55,46,1,14
68,26,13,71,71,20,196,25,67,69,70,67,1,1
61,42,13,61,55,24,38,27,55,57,87,50,0,1
69,38,36,69,74,24,137,33,56,51,55,43,1,11
69,68,8,69,66,24,43,26,67,62,77,63,0,11
63,54,28,63,65,20,110,24,59,68,60,60,0,1
65,41,19,65,64,26,64,33,62,58,50,56,1,11
65,67,34,72,48,20,178,22,65,70,65,57,0,8
67,53,40,68,63,30,168,27,57,50,79,59,1,12
70,64,2,70,72,23,4,26,72,70,77,72,1,15
62,54,24,76,54,27,155,19,67,66,54,63,1,2
65,38,27,75,65,23,180,21,65,59,75,63,1,8
65,41,19,74,72,21,178,20,57,48,85,48,1,10
65,63,0,65,69,21,0,32,62,65,64,42,1,10
68,51,36,69,58,13,200,25,70,71,60,59,0,10
68,66,38,72,62,29,2,23,68,71,49,59,1,1
68,36,27,69,65,37,185,27,54,48,63,51,0,14
61,49,13,68,45,29,76,22,62,65,57,55,0,11
68,34,34,74,66,26,43,22,64,56,59,48,0,12
66,40,24,66,66,27,104,32,62,59,70,46,1,1
63,42,13,68,54,24,137,22,66,63,71,63,1,7
68,68,34,72,55,34,2,24,72,73,65,58,0,2
68,69,34,73,62,28,2,23,69,66,55,57,1,1
69,60,2,76,61,27,4,23,72,73,63,71,1,1
68,63,32,75,70,23,2,22,69,73,58,55,1,10
66,39,19,75,55,26,187,22,64,59,71,50,1,1
66,66,19,66,57,28,186,37,67,63,60,63,1,11
64,59,13,64,55,21,99,32,69,72,32,73,1,1
65,62,19,65,66,22,152,26,60,61,86,70,0,1
70,24,19,75,68,27,5,22,62,46,81,48,0,10
64,44,19,67,62,27,142,23,66,62,56,57,1,2
68,44,34,74,61,21,43,23,55,49,72,39,1,11
63,42,0,63,52,22,0,31,64,55,66,52,1,9
71,70,38,71,70,36,6,29,67,70,60,60,1,15
58,48,27,58,62,15,19,29,52,49,82,51,1,11
67,64,38,70,64,28,196,23,63,68,85,55,1,7
71,60,34,73,69,28,7,25,67,62,60,53,1,12
68,68,8,68,67,32,189,29,55,60,61,62,1,12
78,22,8,84,76,28,184,19,69,37,67,34,1,11
64,59,2,73,59,19,168,22,61,65,68,59,1,10
63,47,19,75,57,22,160,21,70,68,67,55,0,1
68,67,38,72,65,11,1,23,70,67,85,62,1,6
69,67,38,85,53,24,82,18,71,76,64,60,1,12
71,40,36,71,63,23,1,31,56,48,61,39,1,1
68,62,15,68,65,29,189,28,70,73,74,72,1,1
68,47,27,79,65,24,3,22,63,59,73,68,1,11
79,45,2,79,63,43,7,35,58,50,57,48,1,15
65,66,34,80,53,25,43,18,63,70,65,59,1,11
71,30,8,72,71,25,5,26,70,57,65,53,0,2
66,53,13,66,75,30,0,36,63,53,54,53,1,2
71,20,32,77,63,31,7,19,65,60,72,31,0,11
65,66,24,78,62,25,190,18,63,66,63,59,1,1
66,65,19,66,63,18,163,26,67,71,68,58,1,8
78,25,2,82,76,33,195,24,65,60,75,41,1,13
80,38,8,80,72,36,14,30,58,54,69,51,1,15
64,57,19,76,59,20,181,20,64,60,75,58,1,1
61,23,19,61,64,19,58,29,56,43,71,63,0,8
67,64,27,68,54,27,187,25,67,70,70,65,1,11
65,55,24,70,58,31,160,22,57,48,71,61,1,12
69,70,15,69,67,29,1,27,69,66,71,63,1,11
71,34,2,76,60,26,9,21,65,64,74,35,1,2
65,61,19,65,61,19,133,32,71,70,63,62,1,9
65,48,19,65,68,33,142,30,68,65,74,60,1,13
64,47,27,65,66,24,146,25,63,61,71,68,0,10
70,75,0,70,67,33,0,29,66,57,51,61,1,13
66,50,24,66,60,28,137,30,54,54,56,60,0,13
69,66,34,69,67,39,1,26,65,60,68,55,1,13
65,38,27,65,58,33,110,29,60,65,78,42,0,15
69,73,8,69,60,41,168,33,65,59,68,60,0,12
64,67,27,81,66,24,196,19,64,63,64,55,0,7
67,45,2,74,64,23,190,22,65,63,66,48,0,11
73,28,29,73,68,38,45,29,59,60,80,58,1,13
67,38,32,70,53,22,181,24,66,59,80,32,1,11
69,69,27,80,68,32,8,20,68,64,75,57,1,12
69,31,34,69,68,26,189,26,67,65,75,37,0,2
75,79,21,75,75,44,50,33,72,61,63,58,0,16
67,42,8,78,62,27,1,22,61,52,78,52,1,1
65,48,19,70,62,27,174,22,60,66,75,57,1,1
66,42,36,81,70,21,1,18,64,57,75,59,1,12
66,48,24,71,63,21,189,24,68,66,75,70,1,2
66,51,19,72,57,19,178,24,63,59,78,55,1,10
67,32,27,67,62,25,160,26,57,57,83,48,0,11
67,22,27,67,65,20,160,26,64,65,70,62,1,7
63,33,24,63,66,29,67,30,63,57,74,37,1,2
65,64,32,65,66,27,146,30,63,62,67,60,0,12
66,58,24,67,63,19,174,26,65,62,75,72,1,1
66,50,27,71,52,24,187,23,68,79,64,54,1,11
67,65,27,81,61,24,4,18,69,70,63,70,1,2
61,62,24,61,62,29,22,32,58,46,42,50,0,11
62,53,19,62,59,27,58,29,61,60,75,45,1,10
65,25,36,75,56,26,166,19,59,59,69,35,0,15
65,39,19,72,62,28,163,21,55,54,74,39,0,11
61,53,19,61,51,31,64,27,61,61,71,53,0,11
67,42,19,75,56,16,198,21,68,60,80,66,1,1
65,59,27,68,66,30,174,24,70,67,77,67,1,11
66,63,27,66,59,29,146,32,70,70,55,48,1,11
67,36,36,70,58,22,180,25,59,60,72,47,1,9
64,57,24,65,64,17,146,25,59,63,64,45,1,10
62,48,19,62,62,26,61,28,66,59,69,52,0,11
63,33,13,69,62,29,137,23,59,59,79,65,0,12
67,34,27,67,65,26,133,32,58,45,30,48,1,11
64,62,27,67,56,21,152,24,63,68,73,58,0,2
65,32,24,69,64,22,155,25,67,62,75,56,1,8
66,42,24,66,65,26,146,27,56,41,78,54,1,12
68,35,27,81,66,21,3,18,65,61,70,45,1,10
70,62,8,73,69,22,7,24,73,75,72,64,1,1
68,32,38,68,63,21,142,32,63,57,68,39,1,1
68,55,34,77,56,25,3,22,69,66,69,71,1,12
69,68,24,77,61,18,5,22,72,71,57,47,1,9
68,54,27,75,56,20,2,23,70,69,57,69,1,1
65,26,32,68,62,31,149,25,62,66,81,50,0,11
66,34,13,74,59,24,174,19,59,60,77,47,1,8
71,40,15,80,69,27,45,21,72,63,55,55,1,13
63,51,19,63,60,22,64,30,57,53,64,49,1,9
67,37,15,82,65,25,3,19,67,65,74,45,1,12
63,53,24,63,64,25,58,33,65,54,57,68,1,11
71,74,13,72,64,34,9,26,73,72,75,55,1,14
73,74,25,78,64,22,143,22,69,68,65,70,1,1
63,39,19,65,59,20,127,24,63,61,75,58,1,2
67,31,27,75,62,22,198,21,59,60,71,51,1,2
63,63,19,66,45,29,133,23,60,61,70,61,1,10
66,75,19,73,46,28,196,21,72,73,65,56,1,11
60,55,13,60,59,26,38,28,65,65,61,41,1,11
64,51,27,74,50,21,174,21,65,72,62,68,0,10
66,64,19,66,65,36,163,27,63,66,70,50,0,11
66,49,19,67,70,25,178,24,63,61,76,61,0,2
61,52,34,61,61,17,28,31,65,61,74,55,0,10
